length,thickness,minR,meanR,maxR,minG,meanG,maxG,minB,meanB,maxB;
6,2,1,2,6,1,2,6,1,2,6;
17,5,1,34,87,1,34,87,1,34,87;
14,5,4,28,67,4,28,67,4,28,67;
23,4,14,75,131,14,75,131,14,75,131;
23,3,18,57,106,18,57,106,18,57,106;
20,6,1,16,62,1,16,62,1,16,62;
23,4,9,53,104,9,53,104,9,53,104;
5,4,2,7,16,2,7,16,2,7,16;
17,5,1,24,62,1,24,62,1,24,62;
11,5,5,28,58,5,28,58,5,28,58;
13,5,4,23,55,4,23,55,4,23,55;
17,4,3,36,75,3,36,75,3,36,75;
23,5,7,36,78,7,36,78,7,36,78;
23,3,7,56,102,7,56,102,7,56,102;
8,3,15,35,60,15,35,60,15,35,60;
22,5,3,49,99,3,49,99,3,49,99;
8,3,4,11,25,4,11,25,4,11,25;
16,4,3,32,78,3,32,78,3,32,78;
25,4,6,55,104,6,55,104,6,55,104;
12,4,2,21,45,2,21,45,2,21,45;
23,4,4,62,122,4,62,122,4,62,122;
24,5,4,57,109,4,57,109,4,57,109;
24,5,1,51,110,1,51,110,1,51,110;
0,0,1,23,78,1,23,78,1,23,78;
17,6,1,19,60,1,19,60,1,19,60;
20,6,2,24,64,2,24,64,2,24,64;
20,3,36,96,153,36,96,153,36,96,153;
24,5,1,25,69,1,25,69,1,25,69;
17,5,1,25,78,1,25,78,1,25,78;
25,4,4,58,116,4,58,116,4,58,116;
27,3,2,48,133,2,48,133,2,48,133;
14,6,1,21,62,1,21,62,1,21,62;
19,5,1,19,63,1,19,63,1,19,63;
13,5,1,26,84,1,26,84,1,26,84;
25,4,4,67,134,4,67,134,4,67,134;
12,5,1,20,66,1,20,66,1,20,66;
26,6,4,34,86,4,34,86,4,34,86;
7,5,2,12,37,2,12,37,2,12,37;
21,5,3,26,73,3,26,73,3,26,73;
23,4,8,60,108,8,60,108,8,60,108;
21,5,2,27,80,2,27,80,2,27,80;
10,5,6,28,71,6,28,71,6,28,71;
25,5,1,21,59,1,21,59,1,21,59;
27,4,5,61,134,5,61,134,5,61,134;
13,6,2,21,75,2,21,75,2,21,75;
27,4,10,58,104,10,58,104,10,58,104;
26,4,11,52,107,11,52,107,11,52,107;
5,5,3,12,36,3,12,36,3,12,36;
28,3,15,59,99,15,59,99,15,59,99;
7,3,1,3,14,1,3,14,1,3,14;
18,5,1,27,78,1,27,78,1,27,78;
30,5,1,17,67,1,17,67,1,17,67;
19,5,3,34,79,3,34,79,3,34,79;
13,4,6,42,80,6,42,80,6,42,80;
12,4,10,38,75,10,38,75,10,38,75;
23,5,2,44,97,2,44,97,2,44,97;
29,4,4,53,124,4,53,124,4,53,124;
24,4,3,40,103,3,40,103,3,40,103;
35,10,2,26,88,2,26,88,2,26,88;
9,4,4,47,83,4,47,83,4,47,83;
5,4,18,34,65,18,34,65,18,34,65;
12,4,13,45,88,13,45,88,13,45,88;
9,6,1,12,33,1,12,33,1,12,33;
13,5,2,49,95,2,49,95,2,49,95;
7,4,2,9,29,2,9,29,2,9,29;
36,18,1,30,108,1,30,108,1,30,108;
26,3,3,54,114,3,54,114,3,54,114;
23,6,1,35,76,1,35,76,1,35,76;
7,5,1,11,37,1,11,37,1,11,37;
10,5,1,13,39,1,13,39,1,13,39;
29,4,1,37,75,1,37,75,1,37,75;
25,4,6,60,129,6,60,129,6,60,129;
27,6,1,70,145,1,70,145,1,70,145;
15,5,1,23,76,1,23,76,1,23,76;
29,4,1,33,87,1,33,87,1,33,87;
21,6,1,21,51,1,21,51,1,21,51;
18,7,1,14,55,1,14,55,1,14,55;
5,5,1,14,39,1,14,39,1,14,39;
17,5,1,21,59,1,21,59,1,21,59;
0,0,1,10,45,1,10,45,1,10,45;
28,5,1,63,111,1,63,111,1,63,111;
26,5,1,22,63,1,22,63,1,22,63;
22,4,8,54,107,8,54,107,8,54,107;
13,6,1,25,86,1,25,86,1,25,86;
13,7,1,17,67,1,17,67,1,17,67;
21,6,1,17,51,1,17,51,1,17,51;
31,6,5,53,173,5,53,173,5,53,173;
26,7,1,30,142,1,30,142,1,30,142;
29,4,1,54,122,1,54,122,1,54,122;
11,7,1,18,63,1,18,63,1,18,63;
22,4,4,57,112,4,57,112,4,57,112;
5,4,1,12,40,1,12,40,1,12,40;
11,4,1,24,66,1,24,66,1,24,66;
28,4,5,58,121,5,58,121,5,58,121;
19,6,2,20,60,2,20,60,2,20,60;
28,4,11,55,103,11,55,103,11,55,103;
16,5,1,23,73,1,23,73,1,23,73;
6,5,1,30,67,1,30,67,1,30,67;
27,5,1,18,70,1,18,70,1,18,70;
19,5,2,33,74,2,33,74,2,33,74;
22,4,23,66,112,23,66,112,23,66,112;
7,4,4,20,40,4,20,40,4,20,40;
14,9,3,22,52,3,22,52,3,22,52;
27,3,25,85,151,25,85,151,25,85,151;
11,5,8,35,77,8,35,77,8,35,77;
9,5,5,22,59,5,22,59,5,22,59;
7,3,1,4,15,1,4,15,1,4,15;
35,17,1,25,104,1,25,104,1,25,104;
6,5,1,18,54,1,18,54,1,18,54;
23,5,3,28,80,3,28,80,3,28,80;
32,6,1,31,73,1,31,73,1,31,73;
23,5,1,36,83,1,36,83,1,36,83;
26,5,2,41,102,2,41,102,2,41,102;
32,4,5,65,130,5,65,130,5,65,130;
17,5,1,23,75,1,23,75,1,23,75;
18,6,1,15,68,1,15,68,1,15,68;
24,4,4,73,124,4,73,124,4,73,124;
5,4,1,2,8,1,2,8,1,2,8;
3,3,5,24,48,5,24,48,5,24,48;
27,5,1,36,97,1,36,97,1,36,97;
26,5,5,56,118,5,56,118,5,56,118;
14,5,1,16,48,1,16,48,1,16,48;
11,6,1,15,42,1,15,42,1,15,42;
28,11,1,17,51,1,17,51,1,17,51;
7,5,1,8,33,1,8,33,1,8,33;
26,4,6,93,154,6,93,154,6,93,154;
17,9,1,18,60,1,18,60,1,18,60;
13,6,2,23,58,2,23,58,2,23,58;
35,4,1,85,180,1,85,180,1,85,180;
47,9,1,16,72,1,16,72,1,16,72;
26,4,2,39,78,2,39,78,2,39,78;
23,4,20,63,108,20,63,108,20,63,108;
10,7,1,21,52,1,21,52,1,21,52;
27,6,1,21,58,1,21,58,1,21,58;
18,5,3,31,77,3,31,77,3,31,77;
35,6,1,57,132,1,57,132,1,57,132;
15,5,5,37,75,5,37,75,5,37,75;
15,6,2,19,52,2,19,52,2,19,52;
17,11,1,11,47,1,11,47,1,11,47;
1,0,1,59,135,1,59,135,1,59,135;
18,4,6,34,68,6,34,68,6,34,68;
13,5,1,13,50,1,13,50,1,13,50;
36,3,1,75,171,1,75,171,1,75,171;
11,7,1,15,53,1,15,53,1,15,53;
30,11,1,29,89,1,29,89,1,29,89;
19,4,1,101,176,1,101,176,1,101,176;
29,4,2,64,130,2,64,130,2,64,130;
10,7,1,17,66,1,17,66,1,17,66;
17,6,4,25,74,4,25,74,4,25,74;
10,6,1,10,42,1,10,42,1,10,42;
33,4,2,83,153,2,83,153,2,83,153;
28,5,6,43,101,6,43,101,6,43,101;
14,5,7,29,67,7,29,67,7,29,67;
13,5,2,22,58,2,22,58,2,22,58;
27,5,4,52,111,4,52,111,4,52,111;
20,5,1,76,117,1,76,117,1,76,117;
7,3,1,4,14,1,4,14,1,4,14;
20,5,3,21,49,3,21,49,3,21,49;
15,4,5,31,67,5,31,67,5,31,67;
34,4,1,19,66,1,19,66,1,19,66;
6,4,2,29,71,2,29,71,2,29,71;
23,5,11,29,71,11,29,71,11,29,71;
29,4,8,54,119,8,54,119,8,54,119;
23,4,1,44,90,1,44,90,1,44,90;
16,4,2,30,83,2,30,83,2,30,83;
17,5,2,29,75,2,29,75,2,29,75;
19,5,1,68,121,1,68,121,1,68,121;
28,4,2,50,111,2,50,111,2,50,111;
17,5,1,18,68,1,18,68,1,18,68;
13,6,2,23,67,2,23,67,2,23,67;
27,4,3,42,101,3,42,101,3,42,101;
10,1,2,13,34,2,13,34,2,13,34;
15,5,1,12,43,1,12,43,1,12,43;
24,4,6,98,190,6,98,190,6,98,190;
15,5,3,20,59,3,20,59,3,20,59;
30,17,5,38,103,5,38,103,5,38,103;
34,8,1,41,112,1,41,112,1,41,112;
23,5,2,27,55,2,27,55,2,27,55;
31,5,2,57,111,2,57,111,2,57,111;
38,20,1,29,109,1,29,109,1,29,109;
23,5,3,32,81,3,32,81,3,32,81;
13,5,1,22,69,1,22,69,1,22,69;
33,16,1,45,129,1,45,129,1,45,129;
30,4,3,58,105,3,58,105,3,58,105;
27,4,5,51,118,5,51,118,5,51,118;
18,4,3,28,89,3,28,89,3,28,89;
17,4,1,19,53,1,19,53,1,19,53;
28,5,2,49,106,2,49,106,2,49,106;
17,5,1,21,68,1,21,68,1,21,68;
25,4,2,44,106,2,44,106,2,44,106;
23,4,5,79,126,5,79,126,5,79,126;
14,5,4,24,60,4,24,60,4,24,60;
11,4,3,17,58,3,17,58,3,17,58;
10,7,1,8,37,1,8,37,1,8,37;
32,4,1,20,53,1,20,53,1,20,53;
21,2,1,17,50,1,17,50,1,17,50;
7,4,2,25,65,2,25,65,2,25,65;
24,6,2,23,66,2,23,66,2,23,66;
9,5,1,12,42,1,12,42,1,12,42;
24,7,1,21,53,1,21,53,1,21,53;
27,5,1,18,71,1,18,71,1,18,71;
24,4,4,31,61,4,31,61,4,31,61;
8,4,5,47,91,5,47,91,5,47,91;
21,8,1,23,65,1,23,65,1,23,65;
22,6,1,21,53,1,21,53,1,21,53;
21,5,1,33,79,1,33,79,1,33,79;
31,9,3,31,74,3,31,74,3,31,74;
16,5,1,18,54,1,18,54,1,18,54;
29,4,1,54,108,1,54,108,1,54,108;
15,4,3,17,46,3,17,46,3,17,46;
25,4,4,45,88,4,45,88,4,45,88;
16,4,3,18,51,3,18,51,3,18,51;
16,8,1,25,78,1,25,78,1,25,78;
25,4,3,50,93,3,50,93,3,50,93;
19,4,3,29,80,3,29,80,3,29,80;
23,4,2,69,114,2,69,114,2,69,114;
16,5,1,15,49,1,15,49,1,15,49;
21,4,6,47,89,6,47,89,6,47,89;
17,5,1,21,59,1,21,59,1,21,59;
26,12,4,63,119,4,63,119,4,63,119;
15,4,6,26,69,6,26,69,6,26,69;
15,3,1,12,31,1,12,31,1,12,31;
24,12,1,11,68,1,11,68,1,11,68;
24,9,1,32,85,1,32,85,1,32,85;
23,5,1,22,65,1,22,65,1,22,65;
27,5,1,21,60,1,21,60,1,21,60;
34,16,1,52,128,1,52,128,1,52,128;
27,4,1,36,81,1,36,81,1,36,81;
28,3,4,71,116,4,71,116,4,71,116;
28,4,1,25,64,1,25,64,1,25,64;
26,5,3,55,117,3,55,117,3,55,117;
21,4,6,55,103,6,55,103,6,55,103;
25,4,6,55,86,6,55,86,6,55,86;
19,5,4,30,72,4,30,72,4,30,72;
22,5,3,29,72,3,29,72,3,29,72;
21,4,1,28,66,1,28,66,1,28,66;
24,4,4,43,77,4,43,77,4,43,77;
18,4,3,36,78,3,36,78,3,36,78;
20,4,4,72,126,4,72,126,4,72,126;
14,4,1,22,55,1,22,55,1,22,55;
16,4,4,31,61,4,31,61,4,31,61;
17,4,6,31,61,6,31,61,6,31,61;
16,3,3,27,61,3,27,61,3,27,61;
26,15,5,42,113,5,42,113,5,42,113;
16,4,4,23,61,4,23,61,4,23,61;
21,7,1,10,52,1,10,52,1,10,52;
31,9,1,26,76,1,26,76,1,26,76;
22,4,9,78,125,9,78,125,9,78,125;
22,4,10,68,123,10,68,123,10,68,123;
8,5,1,9,36,1,9,36,1,9,36;
24,4,7,44,88,7,44,88,7,44,88;
24,4,6,43,76,6,43,76,6,43,76;
26,4,1,39,70,1,39,70,1,39,70;
41,22,1,26,104,1,26,104,1,26,104;
28,15,5,60,111,5,60,111,5,60,111;
16,3,7,34,73,7,34,73,7,34,73;
27,4,1,35,81,1,35,81,1,35,81;
28,5,1,22,64,1,22,64,1,22,64;
16,5,14,37,76,14,37,76,14,37,76;
28,3,5,75,114,5,75,114,5,75,114;
15,4,5,43,74,5,43,74,5,43,74;
14,4,11,44,75,11,44,75,11,44,75;
17,5,1,31,72,1,31,72,1,31,72;
19,4,3,20,44,3,20,44,3,20,44;
22,5,1,19,43,1,19,43,1,19,43;
23,3,11,70,118,11,70,118,11,70,118;
23,4,4,41,94,4,41,94,4,41,94;
32,15,7,53,104,7,53,104,7,53,104;
17,5,9,37,82,9,37,82,9,37,82;
25,4,7,41,77,7,41,77,7,41,77;
25,4,5,40,72,5,40,72,5,40,72;
15,4,2,26,70,2,26,70,2,26,70;
26,4,1,35,81,1,35,81,1,35,81;
15,5,4,25,68,4,25,68,4,25,68;
17,4,4,26,58,4,26,58,4,26,58;
29,4,3,61,115,3,61,115,3,61,115;
40,4,1,46,109,1,46,109,1,46,109;
9,4,1,21,60,1,21,60,1,21,60;
19,5,3,23,77,3,23,77,3,23,77;
33,4,1,21,48,1,21,48,1,21,48;
25,5,1,20,69,1,20,69,1,20,69;
39,11,1,35,96,1,35,96,1,35,96;
8,5,2,19,46,2,19,46,2,19,46;
21,5,1,14,53,1,14,53,1,14,53;
26,6,1,20,58,1,20,58,1,20,58;
13,5,4,24,50,4,24,50,4,24,50;
20,4,17,67,122,17,67,122,17,67,122;
22,4,1,41,78,1,41,78,1,41,78;
13,5,23,68,118,23,68,118,23,68,118;
24,4,5,54,85,5,54,85,5,54,85;
19,4,3,41,92,3,41,92,3,41,92;
25,4,1,51,87,1,51,87,1,51,87;
14,5,1,15,45,1,15,45,1,15,45;
29,5,1,41,86,1,41,86,1,41,86;
18,6,1,15,49,1,15,49,1,15,49;
31,5,1,64,119,1,64,119,1,64,119;
17,5,1,16,54,1,16,54,1,16,54;
32,5,1,19,57,1,19,57,1,19,57;
31,3,1,28,78,1,28,78,1,28,78;
7,3,2,7,20,2,7,20,2,7,20;
24,5,1,15,48,1,15,48,1,15,48;
7,3,1,6,29,1,6,29,1,6,29;
24,6,1,20,61,1,20,61,1,20,61;
40,5,1,19,63,1,19,63,1,19,63;
24,6,1,16,52,1,16,52,1,16,52;
31,8,1,23,146,1,23,146,1,23,146;
23,4,2,38,85,2,38,85,2,38,85;
15,5,1,20,73,1,20,73,1,20,73;
28,5,1,17,57,1,17,57,1,17,57;
25,4,2,43,85,2,43,85,2,43,85;
12,5,4,30,66,4,30,66,4,30,66;
10,5,1,18,55,1,18,55,1,18,55;
34,7,1,16,53,1,16,53,1,16,53;
40,9,1,15,56,1,15,56,1,15,56;
26,5,1,37,77,1,37,77,1,37,77;
21,5,4,21,54,4,21,54,4,21,54;
25,2,1,16,50,1,16,50,1,16,50;
25,4,1,19,59,1,19,59,1,19,59;
24,4,1,46,92,1,46,92,1,46,92;
24,5,1,31,78,1,31,78,1,31,78;
23,6,3,23,66,3,23,66,3,23,66;
15,4,1,54,102,1,54,102,1,54,102;
22,6,1,25,51,1,25,51,1,25,51;
26,6,1,30,84,1,30,84,1,30,84;
11,5,1,22,60,1,22,60,1,22,60;
36,17,1,38,99,1,38,99,1,38,99;
25,5,1,38,79,1,38,79,1,38,79;
10,3,1,25,79,1,25,79,1,25,79;
14,2,1,25,80,1,25,80,1,25,80;
