length,thickness,minR,meanR,maxR,minG,meanG,maxG,minB,meanB,maxB;
16,7,87,92,107,36,44,61,14,20,35;
6,5,89,92,101,37,41,47,10,15,21;
11,3,118,122,129,73,80,94,42,49,66;
19,6,98,109,119,43,62,76,8,25,42;
16,6,89,96,106,37,44,53,6,15,22;
10,9,95,100,107,45,49,54,11,16,23;
11,6,110,114,118,61,67,72,30,35,42;
15,5,97,102,109,45,52,60,11,18,24;
14,5,109,122,133,62,76,90,20,42,66;
26,6,89,105,118,37,53,69,9,23,36;
9,6,95,105,114,44,56,69,16,20,23;
12,5,114,119,124,68,75,88,34,44,62;
13,8,105,112,120,51,63,75,16,29,41;
24,13,100,125,137,52,83,102,17,54,74;
12,5,94,102,110,44,51,58,12,25,36;
12,3,95,106,112,39,54,63,12,29,40;
19,5,99,108,123,46,60,75,21,30,38;
7,5,104,109,119,53,61,75,22,29,40;
7,5,111,114,122,61,63,69,30,34,40;
18,4,111,116,123,66,71,80,33,40,48;
11,7,106,114,125,59,68,81,29,35,46;
11,8,96,102,115,47,54,69,15,22,33;
7,5,105,111,116,60,65,70,21,28,34;
17,4,105,112,120,55,65,76,28,35,45;
6,4,107,116,126,62,70,77,29,39,50;
7,5,103,109,115,56,64,75,26,34,40;
7,5,111,117,127,68,73,82,34,44,63;
16,5,100,109,124,54,65,80,13,28,47;
8,5,116,120,127,71,79,88,40,51,60;
8,4,112,116,123,67,73,81,32,40,50;
5,2,125,126,130,84,86,88,50,54,63;
6,5,115,119,127,70,75,84,37,45,62;
17,5,103,113,124,54,66,79,14,32,52;
14,6,110,119,129,63,77,92,26,46,68;
9,4,121,126,130,79,82,86,44,49,52;
12,7,121,126,132,79,82,88,48,55,62;
15,6,110,118,124,65,73,82,26,42,54;
8,4,118,122,125,77,82,86,43,49,54;
5,4,124,126,129,85,88,92,47,56,63;
12,6,121,127,132,77,84,92,37,46,54;
6,3,126,130,136,83,89,97,52,58,68;
15,8,120,124,131,75,82,91,39,53,66;
12,4,128,131,135,87,94,101,59,69,78;
23,11,121,130,139,83,94,108,53,70,88;
