length,thickness,minR,meanR,maxR,minG,meanG,maxG,minB,meanB,maxB;
24,6,6,52,95,6,52,95,6,52,95;
24,6,1,20,45,1,20,45,1,20,45;
23,5,6,52,90,6,52,90,6,52,90;
23,5,7,45,80,7,45,80,7,45,80;
25,6,17,46,85,17,46,85,17,46,85;
22,5,2,23,68,2,23,68,2,23,68;
25,5,2,25,67,2,25,67,2,25,67;
23,5,1,23,69,1,23,69,1,23,69;
22,5,1,21,67,1,21,67,1,21,67;
22,5,3,23,69,3,23,69,3,23,69;
26,5,3,26,66,3,26,66,3,26,66;
23,5,1,22,69,1,22,69,1,22,69;
23,5,3,25,67,3,25,67,3,25,67;
24,5,3,24,66,3,24,66,3,24,66;
23,5,3,25,67,3,25,67,3,25,67;
25,5,3,24,68,3,24,68,3,24,68;
23,5,3,24,66,3,24,66,3,24,66;
24,5,2,24,68,2,24,68,2,24,68;
25,5,2,24,68,2,24,68,2,24,68;
23,5,1,25,65,1,25,65,1,25,65;
25,5,3,24,69,3,24,69,3,24,69;
22,5,2,23,66,2,23,66,2,23,66;
25,5,1,23,67,1,23,67,1,23,67;
24,5,3,24,67,3,24,67,3,24,67;
22,5,4,24,68,4,24,68,4,24,68;
22,5,3,22,67,3,22,67,3,22,67;
25,5,3,25,66,3,25,66,3,25,66;
24,5,2,22,66,2,22,66,2,22,66;
22,5,3,24,66,3,24,66,3,24,66;
24,5,3,24,67,3,24,67,3,24,67;
10,5,2,22,66,2,22,66,2,22,66;
24,6,2,25,63,2,25,63,2,25,63;
24,4,2,32,64,2,32,64,2,32,64;
24,5,1,23,65,1,23,65,1,23,65;
24,5,4,29,78,4,29,78,4,29,78;
23,5,4,35,76,4,35,76,4,35,76;
24,4,3,41,94,3,41,94,3,41,94;
24,5,2,24,65,2,24,65,2,24,65;
24,5,3,49,89,3,49,89,3,49,89;
24,4,2,37,67,2,37,67,2,37,67;
24,5,3,47,92,3,47,92,3,47,92;
23,5,4,55,100,4,55,100,4,55,100;
24,4,2,40,83,2,40,83,2,40,83;
24,5,3,44,91,3,44,91,3,44,91;
23,5,2,35,73,2,35,73,2,35,73;
24,4,4,25,54,4,25,54,4,25,54;
23,5,3,48,91,3,48,91,3,48,91;
24,6,1,26,66,1,26,66,1,26,66;
23,5,3,52,105,3,52,105,3,52,105;
23,6,3,27,63,3,27,63,3,27,63;
23,5,4,50,104,4,50,104,4,50,104;
24,6,2,25,77,2,25,77,2,25,77;
24,5,4,53,99,4,53,99,4,53,99;
23,5,2,20,45,2,20,45,2,20,45;
23,5,3,54,95,3,54,95,3,54,95;
24,5,2,45,83,2,45,83,2,45,83;
36,18,2,57,144,2,57,144,2,57,144;
24,5,2,43,74,2,43,74,2,43,74;
23,5,3,42,77,3,42,77,3,42,77;
22,5,6,41,76,6,41,76,6,41,76;
26,5,3,37,77,3,37,77,3,37,77;
24,5,2,39,75,2,39,75,2,39,75;
23,5,5,40,75,5,40,75,5,40,75;
23,5,9,44,76,9,44,76,9,44,76;
24,5,8,43,75,8,43,75,8,43,75;
24,5,9,42,75,9,42,75,9,42,75;
23,5,11,44,75,11,44,75,11,44,75;
24,5,7,43,76,7,43,76,7,43,76;
24,5,7,42,76,7,42,76,7,42,76;
23,5,6,44,75,6,44,75,6,44,75;
25,5,7,43,76,7,43,76,7,43,76;
22,5,2,41,75,2,41,75,2,41,75;
24,5,2,37,75,2,37,75,2,37,75;
22,5,4,39,74,4,39,74,4,39,74;
23,5,2,40,76,2,40,76,2,40,76;
24,5,2,42,74,2,42,74,2,42,74;
23,5,2,39,75,2,39,75,2,39,75;
22,5,2,41,75,2,41,75,2,41,75;
24,5,6,42,75,6,42,75,6,42,75;
10,5,7,42,72,7,42,72,7,42,72;
22,4,3,38,77,3,38,77,3,38,77;
25,5,2,42,75,2,42,75,2,42,75;
24,4,6,37,87,6,37,87,6,37,87;
25,6,3,24,65,3,24,65,3,24,65;
24,5,4,31,79,4,31,79,4,31,79;
25,6,10,52,88,10,52,88,10,52,88;
25,6,7,47,88,7,47,88,7,47,88;
25,6,5,49,89,5,49,89,5,49,89;
24,6,4,28,63,4,28,63,4,28,63;
25,6,4,28,60,4,28,60,4,28,60;
25,6,7,55,106,7,55,106,7,55,106;
25,6,2,25,72,2,25,72,2,25,72;
25,6,2,22,45,2,22,45,2,22,45;
25,6,7,53,93,7,53,93,7,53,93;
25,5,5,36,74,5,36,74,5,36,74;
25,4,4,41,90,4,41,90,4,41,90;
26,5,3,26,86,3,26,86,3,26,86;
26,5,8,42,93,8,42,93,8,42,93;
25,5,6,48,90,6,48,90,6,48,90;
25,5,12,56,100,12,56,100,12,56,100;
25,4,8,42,81,8,42,81,8,42,81;
25,5,6,35,71,6,35,71,6,35,71;
26,5,4,26,50,4,26,50,4,26,50;
25,5,7,51,101,7,51,101,7,51,101;
26,5,6,52,97,6,52,97,6,52,97;
26,6,6,48,82,6,48,82,6,48,82;
26,6,2,23,44,2,23,44,2,23,44;
26,6,5,49,95,5,49,95,5,49,95;
23,6,3,51,89,3,51,89,3,51,89;
22,6,7,48,87,7,48,87,7,48,87;
22,6,11,53,90,11,53,90,11,53,90;
28,5,5,48,87,5,48,87,5,48,87;
23,6,5,51,87,5,51,87,5,51,87;
23,6,7,50,87,7,50,87,7,50,87;
24,6,14,54,85,14,54,85,14,54,85;
24,5,10,55,86,10,55,86,10,55,86;
25,5,4,49,88,4,49,88,4,49,88;
24,5,10,54,87,10,54,87,10,54,87;
24,6,10,54,86,10,54,86,10,54,86;
25,6,10,53,87,10,53,87,10,53,87;
23,5,7,55,88,7,55,88,7,55,88;
24,6,6,51,86,6,51,86,6,51,86;
23,6,8,51,87,8,51,87,8,51,87;
26,6,5,48,87,5,48,87,5,48,87;
24,5,4,50,85,4,50,85,4,50,85;
23,5,3,46,88,3,46,88,3,46,88;
22,6,5,51,88,5,51,88,5,51,88;
25,5,3,51,87,3,51,87,3,51,87;
23,6,5,50,87,5,50,87,5,50,87;
23,6,4,50,86,4,50,86,4,50,86;
23,5,7,52,87,7,52,87,7,52,87;
22,6,3,24,65,3,24,65,3,24,65;
22,6,3,23,61,3,23,61,3,23,61;
22,6,12,51,86,12,51,86,12,51,86;
22,6,10,46,88,10,46,88,10,46,88;
22,6,11,50,87,11,50,87,11,50,87;
22,6,3,27,67,3,27,67,3,27,67;
23,6,1,23,75,1,23,75,1,23,75;
22,6,10,55,98,10,55,98,10,55,98;
22,6,3,21,46,3,21,46,3,21,46;
23,5,4,33,61,4,33,61,4,33,61;
23,6,8,33,76,8,33,76,8,33,76;
23,5,6,38,75,6,38,75,6,38,75;
22,5,7,47,91,7,47,91,7,47,91;
23,5,6,43,93,6,43,93,6,43,93;
23,5,6,48,88,6,48,88,6,48,88;
22,5,13,56,99,13,56,99,13,56,99;
22,5,7,42,80,7,42,80,7,42,80;
22,5,6,35,71,6,35,71,6,35,71;
23,5,5,26,51,5,26,51,5,26,51;
22,5,9,53,99,9,53,99,9,53,99;
24,6,1,25,62,1,25,62,1,25,62;
24,6,8,52,103,8,52,103,8,52,103;
23,5,9,54,90,9,54,90,9,54,90;
24,5,15,50,81,15,50,81,15,50,81;
23,6,7,26,65,7,26,65,7,26,65;
24,5,4,46,79,4,46,79,4,46,79;
24,6,3,47,84,3,47,84,3,47,84;
22,6,7,45,80,7,45,80,7,45,80;
22,5,8,50,85,8,50,85,8,50,85;
27,5,2,44,81,2,44,81,2,44,81;
23,6,4,48,85,4,48,85,4,48,85;
23,6,6,47,82,6,47,82,6,47,82;
24,6,7,47,82,7,47,82,7,47,82;
24,5,7,51,81,7,51,81,7,51,81;
24,5,3,46,83,3,46,83,3,46,83;
24,5,9,51,85,9,51,85,9,51,85;
24,6,6,48,81,6,48,81,6,48,81;
25,5,9,49,83,9,49,83,9,49,83;
23,5,6,52,80,6,52,80,6,52,80;
24,6,6,48,83,6,48,83,6,48,83;
23,6,5,48,82,5,48,82,5,48,82;
26,6,2,45,83,2,45,83,2,45,83;
24,5,7,47,80,7,47,80,7,47,80;
22,5,4,45,81,4,45,81,4,45,81;
23,6,5,47,82,5,47,82,5,47,82;
25,6,3,46,82,3,46,82,3,46,82;
23,6,3,46,82,3,46,82,3,46,82;
23,6,6,47,80,6,47,80,6,47,80;
23,6,6,49,81,6,49,81,6,49,81;
24,5,4,37,87,4,37,87,4,37,87;
24,5,4,42,88,4,42,88,4,42,88;
24,6,3,27,64,3,27,64,3,27,64;
24,5,5,49,96,5,49,96,5,49,96;
25,6,3,25,65,3,25,65,3,25,65;
25,6,3,31,79,3,31,79,3,31,79;
24,5,4,38,96,4,38,96,4,38,96;
25,4,3,41,90,3,41,90,3,41,90;
25,5,5,27,80,5,27,80,5,27,80;
24,6,5,46,87,5,46,87,5,46,87;
25,4,6,45,92,6,45,92,6,45,92;
24,5,4,45,89,4,45,89,4,45,89;
24,5,7,58,98,7,58,98,7,58,98;
25,5,7,44,81,7,44,81,7,44,81;
24,5,4,37,71,4,37,71,4,37,71;
25,4,3,26,50,3,26,50,3,26,50;
25,6,5,47,89,5,47,89,5,47,89;
24,5,3,48,100,3,48,100,3,48,100;
24,6,7,34,74,7,34,74,7,34,74;
25,6,6,51,104,6,51,104,6,51,104;
24,6,2,24,72,2,24,72,2,24,72;
25,6,3,22,45,3,22,45,3,22,45;
25,6,3,49,89,3,49,89,3,49,89;
38,18,3,33,91,3,33,91,3,33,91;
24,5,1,36,72,1,36,72,1,36,72;
21,5,4,36,72,4,36,72,4,36,72;
21,5,7,38,73,7,38,73,7,38,73;
26,4,4,36,70,4,36,70,4,36,70;
23,5,5,36,74,5,36,74,5,36,74;
23,5,5,37,72,5,37,72,5,37,72;
24,4,4,36,71,4,36,71,4,36,71;
24,5,4,39,73,4,39,73,4,39,73;
25,5,4,37,73,4,37,73,4,37,73;
23,5,5,40,72,5,40,72,5,40,72;
24,4,3,36,70,3,36,70,3,36,70;
24,5,4,38,72,4,38,72,4,38,72;
23,5,3,40,71,3,40,71,3,40,71;
23,5,4,36,72,4,36,72,4,36,72;
22,5,5,37,72,5,37,72,5,37,72;
26,5,3,35,72,3,35,72,3,35,72;
24,5,4,36,74,4,36,74,4,36,74;
22,5,4,33,72,4,33,72,4,33,72;
23,5,2,35,72,2,35,72,2,35,72;
25,5,2,36,72,2,36,72,2,36,72;
24,5,3,35,70,3,35,70,3,35,70;
23,5,4,36,71,4,36,71,4,36,71;
37,18,4,49,116,4,49,116,4,49,116;
22,5,3,25,68,3,25,68,3,25,68;
22,6,7,36,80,7,36,80,7,36,80;
22,4,7,40,66,7,40,66,7,40,66;
22,4,6,41,83,6,41,83,6,41,83;
22,6,4,26,65,4,26,65,4,26,65;
21,5,2,21,52,2,21,52,2,21,52;
23,5,4,37,75,4,37,75,4,37,75;
23,4,5,45,93,5,45,93,5,45,93;
21,5,4,23,61,4,23,61,4,23,61;
22,5,8,51,91,8,51,91,8,51,91;
23,5,6,49,92,6,49,92,6,49,92;
22,5,8,56,101,8,56,101,8,56,101;
23,5,5,45,91,5,45,91,5,45,91;
22,5,4,36,73,4,36,73,4,36,73;
23,4,3,26,54,3,26,54,3,26,54;
22,5,6,49,89,6,49,89,6,49,89;
22,5,6,54,102,6,54,102,6,54,102;
23,6,3,22,64,3,22,64,3,22,64;
22,5,7,52,94,7,52,94,7,52,94;
23,5,7,55,97,7,55,97,7,55,97;
22,5,1,21,45,1,21,45,1,21,45;
23,4,6,35,62,6,35,62,6,35,62;
23,5,8,57,94,8,57,94,8,57,94;
23,4,2,31,72,2,31,72,2,31,72;
23,5,3,31,71,3,31,71,3,31,71;
26,5,4,32,70,4,32,70,4,32,70;
23,5,1,30,71,1,30,71,1,30,71;
24,5,2,30,69,2,30,69,2,30,69;
24,5,5,32,70,5,32,70,5,32,70;
24,5,3,33,71,3,33,71,3,33,71;
24,5,5,32,71,5,32,71,5,32,71;
24,5,7,34,71,7,34,71,7,34,71;
24,5,4,33,69,4,33,69,4,33,69;
25,4,4,32,72,4,32,72,4,32,72;
23,5,2,34,68,2,34,68,2,34,68;
25,5,5,31,73,5,31,73,5,31,73;
23,5,3,31,70,3,31,70,3,31,70;
25,5,2,31,72,2,31,72,2,31,72;
23,5,4,31,69,4,31,69,4,31,69;
23,5,3,29,70,3,29,70,3,29,70;
23,5,3,30,70,3,30,70,3,30,70;
24,4,3,31,70,3,31,70,3,31,70;
23,5,2,30,70,2,30,70,2,30,70;
21,5,2,32,70,2,32,70,2,32,70;
23,4,2,29,69,2,29,69,2,29,69;
24,6,6,48,90,6,48,90,6,48,90;
24,6,3,27,66,3,27,66,3,27,66;
24,6,6,53,106,6,53,106,6,53,106;
25,5,2,24,66,2,24,66,2,24,66;
25,6,3,31,78,3,31,78,3,31,78;
24,5,4,36,74,4,36,74,4,36,74;
24,5,3,41,91,3,41,91,3,41,91;
24,5,3,27,84,3,27,84,3,27,84;
24,5,3,46,86,3,46,86,3,46,86;
25,4,6,42,91,6,42,91,6,42,91;
24,5,3,45,92,3,45,92,3,45,92;
25,6,6,56,101,6,56,101,6,56,101;
25,5,4,42,80,4,42,80,4,42,80;
24,5,4,45,86,4,45,86,4,45,86;
24,5,3,35,69,3,35,69,3,35,69;
25,5,4,30,81,4,30,81,4,30,81;
24,5,4,49,99,4,49,99,4,49,99;
25,6,6,34,73,6,34,73,6,34,73;
25,6,2,24,73,2,24,73,2,24,73;
24,5,3,49,96,3,49,96,3,49,96;
25,6,2,21,43,2,21,43,2,21,43;
27,6,3,43,87,3,43,87,3,43,87;
24,6,4,43,83,4,43,83,4,43,83;
25,6,3,42,86,3,42,86,3,42,86;
22,6,4,40,84,4,40,84,4,40,84;
36,18,3,43,85,3,43,85,3,43,85;
21,5,6,39,84,6,39,84,6,39,84;
23,6,5,42,86,5,42,86,5,42,86;
23,6,4,41,86,4,41,86,4,41,86;
25,6,5,41,84,5,41,84,5,41,84;
24,6,4,42,85,4,42,85,4,42,85;
24,6,5,42,84,5,42,84,5,42,84;
25,6,4,41,85,4,41,85,4,41,85;
24,6,6,44,86,6,44,86,6,44,86;
24,6,5,42,84,5,42,84,5,42,84;
25,6,7,43,85,7,43,85,7,43,85;
24,6,5,42,86,5,42,86,5,42,86;
22,6,4,39,83,4,39,83,4,39,83;
25,6,8,41,83,8,41,83,8,41,83;
24,6,3,41,85,3,41,85,3,41,85;
25,6,2,42,83,2,42,83,2,42,83;
25,6,2,38,84,2,38,84,2,38,84;
36,16,3,60,118,3,60,118,3,60,118;
22,5,3,31,77,3,31,77,3,31,77;
23,6,5,30,81,5,30,81,5,30,81;
22,5,4,36,75,4,36,75,4,36,75;
23,5,3,24,68,3,24,68,3,24,68;
22,5,7,50,88,7,50,88,7,50,88;
23,4,9,43,94,9,43,94,9,43,94;
22,5,6,48,89,6,48,89,6,48,89;
23,5,8,54,100,8,54,100,8,54,100;
23,5,6,41,82,6,41,82,6,41,82;
22,5,8,45,87,8,45,87,8,45,87;
22,5,5,34,70,5,34,70,5,34,70;
23,4,4,25,53,4,25,53,4,25,53;
23,6,9,48,88,9,48,88,9,48,88;
23,6,2,26,64,2,26,64,2,26,64;
22,5,8,53,102,8,53,102,8,53,102;
22,6,3,27,68,3,27,68,3,27,68;
22,5,2,20,53,2,20,53,2,20,53;
22,5,9,55,97,9,55,97,9,55,97;
23,5,5,43,92,5,43,92,5,43,92;
23,6,10,54,102,10,54,102,10,54,102;
28,8,4,57,169,4,57,169,4,57,169;
23,6,6,53,101,6,53,101,6,53,101;
24,6,7,52,100,7,52,100,7,52,100;
24,6,12,57,100,12,57,100,12,57,100;
25,6,8,56,103,8,56,103,8,56,103;
25,6,9,56,97,9,56,97,9,56,97;
24,6,6,58,100,6,58,100,6,58,100;
25,6,4,51,101,4,51,101,4,51,101;
24,6,3,51,100,3,51,100,3,51,100;
35,19,3,41,119,3,41,119,3,41,119;
25,6,1,52,102,1,52,102,1,52,102;
24,6,2,52,99,2,52,99,2,52,99;
24,6,8,58,99,8,58,99,8,58,99;
24,6,6,53,97,6,53,97,6,53,97;
25,6,8,57,102,8,57,102,8,57,102;
24,6,5,53,106,5,53,106,5,53,106;
23,6,6,54,99,6,54,99,6,54,99;
26,6,2,54,102,2,54,102,2,54,102;
23,6,5,49,103,5,49,103,5,49,103;
25,6,4,53,102,4,53,102,4,53,102;
24,6,12,52,87,12,52,87,12,52,87;
24,6,7,49,88,7,49,88,7,49,88;
24,6,4,40,87,4,40,87,4,40,87;
24,5,7,42,91,7,42,91,7,42,91;
24,5,3,25,76,3,25,76,3,25,76;
25,5,3,40,93,3,40,93,3,40,93;
24,5,4,46,89,4,46,89,4,46,89;
24,5,3,53,96,3,53,96,3,53,96;
24,5,5,40,80,5,40,80,5,40,80;
24,5,4,44,86,4,44,86,4,44,86;
24,5,3,34,70,3,34,70,3,34,70;
25,5,5,26,51,5,26,51,5,26,51;
24,6,5,28,68,5,28,68,5,28,68;
24,5,7,53,99,7,53,99,7,53,99;
25,6,5,34,72,5,34,72,5,34,72;
24,5,10,52,103,10,52,103,10,52,103;
25,6,4,29,73,4,29,73,4,29,73;
35,20,4,34,143,4,34,143,4,34,143;
26,6,6,31,75,6,31,75,6,31,75;
23,6,5,28,69,5,28,69,5,28,69;
24,6,7,30,74,7,30,74,7,30,74;
24,6,4,29,68,4,29,68,4,29,68;
24,6,5,31,80,5,31,80,5,31,80;
25,5,4,28,70,4,28,70,4,28,70;
23,5,3,29,65,3,29,65,3,29,65;
24,6,3,31,79,3,31,79,3,31,79;
25,5,4,30,67,4,30,67,4,30,67;
23,6,2,32,75,2,32,75,2,32,75;
24,6,7,33,78,7,33,78,7,33,78;
22,6,7,30,73,7,30,73,7,30,73;
24,6,5,29,70,5,29,70,5,29,70;
23,6,7,31,69,7,31,69,7,31,69;
22,5,8,28,69,8,28,69,8,28,69;
22,6,6,29,72,6,29,72,6,29,72;
37,22,6,44,132,6,44,132,6,44,132;
23,4,5,40,94,5,40,94,5,40,94;
23,5,4,24,65,4,24,65,4,24,65;
23,6,6,50,88,6,50,88,6,50,88;
23,4,3,38,68,3,38,68,3,38,68;
23,4,6,49,92,6,49,92,6,49,92;
22,5,6,56,99,6,56,99,6,56,99;
23,4,3,41,83,3,41,83,3,41,83;
23,5,3,45,89,3,45,89,3,45,89;
23,5,3,34,71,3,34,71,3,34,71;
23,4,3,25,52,3,25,52,3,25,52;
22,5,6,49,90,6,49,90,6,49,90;
22,6,3,26,64,3,26,64,3,26,64;
23,5,6,54,103,6,54,103,6,54,103;
23,6,3,28,65,3,28,65,3,28,65;
25,6,6,36,88,6,36,88,6,36,88;
24,6,7,53,104,7,53,104,7,53,104;
37,20,4,39,116,4,39,116,4,39,116;
23,5,2,30,78,2,30,78,2,30,78;
23,5,3,31,75,3,31,75,3,31,75;
24,4,6,34,76,6,34,76,6,34,76;
24,4,5,35,78,5,35,78,5,35,78;
25,4,6,33,77,6,33,77,6,33,77;
24,4,5,34,77,5,34,77,5,34,77;
24,4,5,34,76,5,34,76,5,34,76;
26,4,4,33,78,4,33,78,4,33,78;
24,4,3,34,77,3,34,77,3,34,77;
25,4,6,34,77,6,34,77,6,34,77;
23,5,2,31,77,2,31,77,2,31,77;
25,4,3,34,77,3,34,77,3,34,77;
24,4,2,30,76,2,30,76,2,30,76;
24,5,2,29,76,2,29,76,2,29,76;
25,7,5,40,154,5,40,154,5,40,154;
22,5,8,54,127,8,54,127,8,54,127;
23,6,2,24,59,2,24,59,2,24,59;
24,6,6,50,90,6,50,90,6,50,90;
23,6,2,28,65,2,28,65,2,28,65;
25,5,10,52,87,10,52,87,10,52,87;
25,4,6,45,93,6,45,93,6,45,93;
25,5,5,47,91,5,47,91,5,47,91;
25,5,9,57,99,9,57,99,9,57,99;
25,5,5,42,81,5,42,81,5,42,81;
25,5,7,46,85,7,46,85,7,46,85;
25,5,5,35,69,5,35,69,5,35,69;
25,4,3,26,52,3,26,52,3,26,52;
25,6,3,27,62,3,27,62,3,27,62;
24,5,8,55,101,8,55,101,8,55,101;
19,6,13,62,110,13,62,110,13,62,110;
26,6,10,50,96,10,50,96,10,50,96;
23,5,11,49,83,11,49,83,11,49,83;
24,6,8,52,97,8,52,97,8,52,97;
24,5,6,45,82,6,45,82,6,45,82;
25,6,8,50,97,8,50,97,8,50,97;
25,6,7,51,98,7,51,98,7,51,98;
25,6,6,49,99,6,49,99,6,49,99;
24,6,5,52,96,5,52,96,5,52,96;
24,6,6,48,96,6,48,96,6,48,96;
23,6,6,47,98,6,47,98,6,47,98;
23,6,12,51,95,12,51,95,12,51,95;
38,16,7,60,117,7,60,117,7,60,117;
26,6,3,48,96,3,48,96,3,48,96;
20,6,1,28,65,1,28,65,1,28,65;
21,4,7,44,94,7,44,94,7,44,94;
22,6,9,56,99,9,56,99,9,56,99;
22,5,6,41,82,6,41,82,6,41,82;
22,5,7,47,86,7,47,86,7,47,86;
21,5,4,35,72,4,35,72,4,35,72;
21,6,7,49,89,7,49,89,7,49,89;
22,5,9,49,90,9,49,90,9,49,90;
22,4,4,26,52,4,26,52,4,26,52;
35,17,10,50,101,10,50,101,10,50,101;
24,5,10,48,83,10,48,83,10,48,83;
25,6,8,43,83,8,43,83,8,43,83;
25,6,7,42,84,7,42,84,7,42,84;
23,5,6,44,84,6,44,84,6,44,84;
25,5,6,41,85,6,41,85,6,41,85;
23,5,7,45,84,7,45,84,7,45,84;
23,6,9,46,87,9,46,87,9,46,87;
25,7,6,44,82,6,44,82,6,44,82;
37,19,4,52,115,4,52,115,4,52,115;
15,5,13,59,98,13,59,98,13,59,98;
16,5,7,48,88,7,48,88,7,48,88;
16,5,6,44,82,6,44,82,6,44,82;
16,5,5,36,71,5,36,71,5,36,71;
16,4,5,27,51,5,27,51,5,27,51;
