length,thickness,minR,meanR,maxR,minG,meanG,maxG,minB,meanB,maxB;
21,4,4,36,77,4,36,77,4,36,77;
18,8,5,26,70,5,26,70,5,26,70;
21,4,7,62,138,7,62,138,7,62,138;
24,20,7,52,143,7,52,143,7,52,143;
15,5,4,56,124,4,56,124,4,56,124;
21,4,6,67,119,6,67,119,6,67,119;
20,4,9,53,83,9,53,83,9,53,83;
17,4,8,51,88,8,51,88,8,51,88;
17,4,10,57,106,10,57,106,10,57,106;
18,4,9,63,109,9,63,109,9,63,109;
14,4,9,46,83,9,46,83,9,46,83;
22,4,3,49,107,3,49,107,3,49,107;
24,8,1,18,58,1,18,58,1,18,58;
14,3,12,51,94,12,51,94,12,51,94;
22,4,1,53,116,1,53,116,1,53,116;
16,3,9,47,84,9,47,84,9,47,84;
23,5,3,75,130,3,75,130,3,75,130;
22,4,3,40,75,3,40,75,3,40,75;
18,4,7,58,134,7,58,134,7,58,134;
17,5,7,37,72,7,37,72,7,37,72;
22,3,3,40,103,3,40,103,3,40,103;
14,4,6,33,86,6,33,86,6,33,86;
24,4,1,47,108,1,47,108,1,47,108;
14,6,3,22,64,3,22,64,3,22,64;
14,4,2,28,67,2,28,67,2,28,67;
25,4,2,46,112,2,46,112,2,46,112;
24,3,8,62,109,8,62,109,8,62,109;
18,6,2,24,73,2,24,73,2,24,73;
16,5,2,24,62,2,24,62,2,24,62;
25,4,6,71,115,6,71,115,6,71,115;
22,3,1,33,102,1,33,102,1,33,102;
28,4,1,48,101,1,48,101,1,48,101;
15,5,2,19,68,2,19,68,2,19,68;
17,5,1,21,68,1,21,68,1,21,68;
6,3,5,14,30,5,14,30,5,14,30;
23,5,9,47,98,9,47,98,9,47,98;
29,5,3,41,93,3,41,93,3,41,93;
21,3,6,36,73,6,36,73,6,36,73;
23,5,11,84,121,11,84,121,11,84,121;
13,6,5,26,64,5,26,64,5,26,64;
18,5,1,24,86,1,24,86,1,24,86;
24,5,7,45,77,7,45,77,7,45,77;
41,16,1,16,63,1,16,63,1,16,63;
23,4,7,46,97,7,46,97,7,46,97;
17,4,3,44,79,3,44,79,3,44,79;
24,4,6,50,87,6,50,87,6,50,87;
19,5,2,24,66,2,24,66,2,24,66;
23,3,6,53,111,6,53,111,6,53,111;
23,3,6,51,94,6,51,94,6,51,94;
17,5,2,23,67,2,23,67,2,23,67;
14,4,3,21,71,3,21,71,3,21,71;
24,4,5,54,115,5,54,115,5,54,115;
7,2,2,7,18,2,7,18,2,7,18;
16,4,5,24,63,5,24,63,5,24,63;
24,4,8,57,122,8,57,122,8,57,122;
26,5,6,53,98,6,53,98,6,53,98;
17,4,6,25,68,6,25,68,6,25,68;
24,4,10,78,147,10,78,147,10,78,147;
19,5,2,23,74,2,23,74,2,23,74;
19,4,3,28,80,3,28,80,3,28,80;
27,4,9,88,162,9,88,162,9,88,162;
15,4,6,37,70,6,37,70,6,37,70;
14,5,2,26,67,2,26,67,2,26,67;
28,4,5,50,106,5,50,106,5,50,106;
27,4,3,45,103,3,45,103,3,45,103;
15,6,2,28,69,2,28,69,2,28,69;
15,4,2,28,62,2,28,62,2,28,62;
26,5,5,60,119,5,60,119,5,60,119;
31,7,2,23,92,2,23,92,2,23,92;
28,5,2,48,103,2,48,103,2,48,103;
17,5,3,29,80,3,29,80,3,29,80;
15,4,3,31,71,3,31,71,3,31,71;
21,4,12,48,90,12,48,90,12,48,90;
38,6,1,18,77,1,18,77,1,18,77;
28,4,1,40,107,1,40,107,1,40,107;
13,5,19,55,90,19,55,90,19,55,90;
21,4,6,46,85,6,46,85,6,46,85;
22,4,20,73,108,20,73,108,20,73,108;
19,4,4,55,113,4,55,113,4,55,113;
21,4,7,47,99,7,47,99,7,47,99;
21,3,7,81,128,7,81,128,7,81,128;
18,4,7,45,92,7,45,92,7,45,92;
23,5,17,53,90,17,53,90,17,53,90;
21,5,4,47,113,4,47,113,4,47,113;
20,4,14,51,87,14,51,87,14,51,87;
18,4,7,54,107,7,54,107,7,54,107;
6,3,12,22,50,12,22,50,12,22,50;
21,4,8,61,112,8,61,112,8,61,112;
18,4,19,57,110,19,57,110,19,57,110;
14,5,3,24,51,3,24,51,3,24,51;
22,4,6,51,95,6,51,95,6,51,95;
27,5,5,40,88,5,40,88,5,40,88;
16,4,2,21,46,2,21,46,2,21,46;
17,5,5,38,77,5,38,77,5,38,77;
22,5,3,34,91,3,34,91,3,34,91;
22,4,3,57,117,3,57,117,3,57,117;
16,4,2,27,79,2,27,79,2,27,79;
18,5,5,37,77,5,37,77,5,37,77;
24,5,7,51,106,7,51,106,7,51,106;
22,3,1,70,127,1,70,127,1,70,127;
16,5,5,27,71,5,27,71,5,27,71;
6,3,2,6,16,2,6,16,2,6,16;
14,4,3,30,77,3,30,77,3,30,77;
20,5,4,36,93,4,36,93,4,36,93;
22,4,7,46,101,7,46,101,7,46,101;
30,21,1,27,77,1,27,77,1,27,77;
24,5,6,34,90,6,34,90,6,34,90;
24,4,2,40,91,2,40,91,2,40,91;
17,4,7,26,70,7,26,70,7,26,70;
17,5,6,28,70,6,28,70,6,28,70;
23,4,8,66,114,8,66,114,8,66,114;
22,4,7,46,104,7,46,104,7,46,104;
15,5,5,31,86,5,31,86,5,31,86;
20,8,1,20,63,1,20,63,1,20,63;
16,5,5,34,75,5,34,75,5,34,75;
32,5,3,35,95,3,35,95,3,35,95;
20,3,11,45,77,11,45,77,11,45,77;
20,5,5,41,80,5,41,80,5,41,80;
22,4,4,51,90,4,51,90,4,51,90;
5,4,2,13,30,2,13,30,2,13,30;
24,5,5,41,90,5,41,90,5,41,90;
31,15,10,69,123,10,69,123,10,69,123;
15,5,3,38,76,3,38,76,3,38,76;
17,8,1,18,57,1,18,57,1,18,57;
22,3,9,72,119,9,72,119,9,72,119;
18,5,4,37,87,4,37,87,4,37,87;
32,15,5,43,91,5,43,91,5,43,91;
21,4,3,41,78,3,41,78,3,41,78;
33,5,2,37,94,2,37,94,2,37,94;
22,3,5,46,89,5,46,89,5,46,89;
19,5,2,32,93,2,32,93,2,32,93;
21,4,8,42,83,8,42,83,8,42,83;
17,5,14,37,73,14,37,73,14,37,73;
13,5,1,31,54,1,31,54,1,31,54;
20,5,6,35,83,6,35,83,6,35,83;
22,3,7,64,114,7,64,114,7,64,114;
18,5,5,48,89,5,48,89,5,48,89;
6,4,3,12,34,3,12,34,3,12,34;
17,4,5,36,80,5,36,80,5,36,80;
17,5,12,41,85,12,41,85,12,41,85;
19,4,17,48,104,17,48,104,17,48,104;
20,3,7,42,74,7,42,74,7,42,74;
22,4,8,81,129,8,81,129,8,81,129;
22,4,2,50,105,2,50,105,2,50,105;
15,5,10,61,120,10,61,120,10,61,120;
19,4,7,48,97,7,48,97,7,48,97;
5,2,9,15,24,9,15,24,9,15,24;
19,4,6,39,94,6,39,94,6,39,94;
6,4,4,28,56,4,28,56,4,28,56;
22,4,6,39,91,6,39,91,6,39,91;
17,4,8,58,115,8,58,115,8,58,115;
18,5,7,45,82,7,45,82,7,45,82;
19,4,13,58,100,13,58,100,13,58,100;
22,4,7,53,127,7,53,127,7,53,127;
17,4,3,39,80,3,39,80,3,39,80;
15,5,11,46,79,11,46,79,11,46,79;
6,3,6,16,52,6,16,52,6,16,52;
5,4,3,11,40,3,11,40,3,11,40;
37,23,1,24,71,1,24,71,1,24,71;
19,4,3,29,89,3,29,89,3,29,89;
22,4,4,32,85,4,32,85,4,32,85;
15,5,6,42,79,6,42,79,6,42,79;
17,5,2,45,96,2,45,96,2,45,96;
26,4,2,44,92,2,44,92,2,44,92;
28,5,3,49,104,3,49,104,3,49,104;
38,15,1,34,92,1,34,92,1,34,92;
17,6,1,20,65,1,20,65,1,20,65;
16,5,4,39,86,4,39,86,4,39,86;
22,4,5,56,112,5,56,112,5,56,112;
21,5,1,43,107,1,43,107,1,43,107;
5,4,2,8,23,2,8,23,2,8,23;
32,4,2,50,101,2,50,101,2,50,101;
20,3,11,102,176,11,102,176,11,102,176;
19,4,3,35,77,3,35,77,3,35,77;
17,5,3,37,80,3,37,80,3,37,80;
31,5,2,45,93,2,45,93,2,45,93;
30,4,2,38,68,2,38,68,2,38,68;
20,4,14,47,101,14,47,101,14,47,101;
18,4,6,49,117,6,49,117,6,49,117;
15,5,7,36,91,7,36,91,7,36,91;
22,4,3,30,61,3,30,61,3,30,61;
12,5,12,53,85,12,53,85,12,53,85;
19,4,12,43,79,12,43,79,12,43,79;
13,5,17,37,78,17,37,78,17,37,78;
20,4,5,40,81,5,40,81,5,40,81;
14,4,8,58,96,8,58,96,8,58,96;
21,3,31,81,135,31,81,135,31,81,135;
20,5,12,63,99,12,63,99,12,63,99;
18,4,12,51,99,12,51,99,12,51,99;
19,4,7,51,103,7,51,103,7,51,103;
22,3,26,74,112,26,74,112,26,74,112;
18,3,16,60,100,16,60,100,16,60,100;
18,4,7,46,90,7,46,90,7,46,90;
16,4,11,46,82,11,46,82,11,46,82;
15,4,5,51,104,5,51,104,5,51,104;
5,3,3,9,25,3,9,25,3,9,25;
16,4,1,24,67,1,24,67,1,24,67;
17,4,5,44,96,5,44,96,5,44,96;
18,5,8,46,88,8,46,88,8,46,88;
21,4,5,49,115,5,49,115,5,49,115;
22,4,9,38,79,9,38,79,9,38,79;
25,4,2,42,94,2,42,94,2,42,94;
21,5,5,44,85,5,44,85,5,44,85;
17,4,3,45,91,3,45,91,3,45,91;
17,4,5,25,69,5,25,69,5,25,69;
18,4,15,58,113,15,58,113,15,58,113;
15,5,13,53,84,13,53,84,13,53,84;
16,4,2,11,36,2,11,36,2,11,36;
26,4,1,41,104,1,41,104,1,41,104;
19,4,22,61,108,22,61,108,22,61,108;
28,4,6,43,95,6,43,95,6,43,95;
14,1,1,9,19,1,9,19,1,9,19;
18,5,9,46,83,9,46,83,9,46,83;
15,5,19,49,93,19,49,93,19,49,93;
27,4,1,42,79,1,42,79,1,42,79;
31,3,1,47,76,1,47,76,1,47,76;
19,5,6,33,70,6,33,70,6,33,70;
27,5,2,40,83,2,40,83,2,40,83;
21,4,3,44,92,3,44,92,3,44,92;
22,4,8,43,93,8,43,93,8,43,93;
21,5,3,40,103,3,40,103,3,40,103;
19,4,11,71,124,11,71,124,11,71,124;
21,4,3,42,84,3,42,84,3,42,84;
21,4,6,50,95,6,50,95,6,50,95;
32,13,12,53,143,12,53,143,12,53,143;
17,5,3,47,88,3,47,88,3,47,88;
18,4,17,63,112,17,63,112,17,63,112;
30,11,4,47,97,4,47,97,4,47,97;
19,5,18,50,99,18,50,99,18,50,99;
21,4,11,51,82,11,51,82,11,51,82;
19,4,5,30,95,5,30,95,5,30,95;
22,4,11,44,84,11,44,84,11,44,84;
22,4,7,42,84,7,42,84,7,42,84;
18,4,2,40,78,2,40,78,2,40,78;
18,5,1,43,80,1,43,80,1,43,80;
19,5,8,48,93,8,48,93,8,48,93;
19,5,5,26,52,5,26,52,5,26,52;
18,5,1,23,63,1,23,63,1,23,63;
22,4,8,41,96,8,41,96,8,41,96;
18,4,4,35,100,4,35,100,4,35,100;
23,4,4,42,88,4,42,88,4,42,88;
24,4,7,45,119,7,45,119,7,45,119;
18,4,8,39,93,8,39,93,8,39,93;
20,5,7,43,87,7,43,87,7,43,87;
17,4,5,33,87,5,33,87,5,33,87;
22,4,6,47,96,6,47,96,6,47,96;
16,4,7,31,67,7,31,67,7,31,67;
21,5,5,40,81,5,40,81,5,40,81;
17,4,3,38,73,3,38,73,3,38,73;
20,4,18,63,118,18,63,118,18,63,118;
27,4,4,46,99,4,46,99,4,46,99;
17,5,1,14,53,1,14,53,1,14,53;
25,4,3,48,103,3,48,103,3,48,103;
18,5,1,21,70,1,21,70,1,21,70;
18,4,14,46,101,14,46,101,14,46,101;
19,5,5,31,86,5,31,86,5,31,86;
26,5,2,45,109,2,45,109,2,45,109;
29,4,3,56,125,3,56,125,3,56,125;
25,4,2,31,72,2,31,72,2,31,72;
20,4,5,34,85,5,34,85,5,34,85;
19,4,25,67,106,25,67,106,25,67,106;
19,5,3,39,95,3,39,95,3,39,95;
22,4,4,37,80,4,37,80,4,37,80;
21,4,6,33,85,6,33,85,6,33,85;
17,5,7,61,102,7,61,102,7,61,102;
17,5,1,32,94,1,32,94,1,32,94;
21,3,2,30,58,2,30,58,2,30,58;
21,5,11,48,92,11,48,92,11,48,92;
22,4,4,40,89,4,40,89,4,40,89;
19,4,5,32,58,5,32,58,5,32,58;
17,4,2,23,53,2,23,53,2,23,53;
32,17,3,55,135,3,55,135,3,55,135;
17,5,2,23,52,2,23,52,2,23,52;
22,4,7,41,101,7,41,101,7,41,101;
18,4,3,45,83,3,45,83,3,45,83;
4,4,6,15,42,6,15,42,6,15,42;
32,16,3,41,110,3,41,110,3,41,110;
21,4,7,46,81,7,46,81,7,46,81;
24,4,4,42,99,4,42,99,4,42,99;
21,4,5,41,91,5,41,91,5,41,91;
19,4,4,39,102,4,39,102,4,39,102;
16,5,5,25,57,5,25,57,5,25,57;
14,4,4,27,68,4,27,68,4,27,68;
17,4,5,49,95,5,49,95,5,49,95;
17,5,3,42,81,3,42,81,3,42,81;
18,4,9,62,120,9,62,120,9,62,120;
14,5,4,21,50,4,21,50,4,21,50;
18,5,1,34,80,1,34,80,1,34,80;
19,4,4,41,102,4,41,102,4,41,102;
24,4,3,52,119,3,52,119,3,52,119;
22,4,2,54,111,2,54,111,2,54,111;
21,4,8,51,106,8,51,106,8,51,106;
26,4,10,70,112,10,70,112,10,70,112;
23,4,5,64,109,5,64,109,5,64,109;
29,4,4,68,109,4,68,109,4,68,109;
17,4,8,47,105,8,47,105,8,47,105;
18,4,7,37,72,7,37,72,7,37,72;
15,4,11,36,74,11,36,74,11,36,74;
15,5,21,57,99,21,57,99,21,57,99;
18,3,27,81,113,27,81,113,27,81,113;
14,5,2,37,77,2,37,77,2,37,77;
20,5,14,67,107,14,67,107,14,67,107;
21,4,20,74,116,20,74,116,20,74,116;
23,3,5,68,131,5,68,131,5,68,131;
12,4,7,30,73,7,30,73,7,30,73;
15,4,2,28,71,2,28,71,2,28,71;
22,3,17,74,134,17,74,134,17,74,134;
21,3,12,65,120,12,65,120,12,65,120;
13,4,4,22,72,4,22,72,4,22,72;
14,4,5,30,80,5,30,80,5,30,80;
13,4,9,38,73,9,38,73,9,38,73;
11,4,2,19,43,2,19,43,2,19,43;
23,4,3,43,96,3,43,96,3,43,96;
23,4,10,54,112,10,54,112,10,54,112;
17,4,10,62,123,10,62,123,10,62,123;
16,4,3,37,83,3,37,83,3,37,83;
13,4,5,22,71,5,22,71,5,22,71;
14,4,6,25,69,6,25,69,6,25,69;
23,4,4,50,105,4,50,105,4,50,105;
23,4,4,52,95,4,52,95,4,52,95;
18,4,7,28,66,7,28,66,7,28,66;
31,15,3,44,104,3,44,104,3,44,104;
25,4,3,75,122,3,75,122,3,75,122;
29,11,2,51,120,2,51,120,2,51,120;
15,4,15,54,98,15,54,98,15,54,98;
23,4,2,28,67,2,28,67,2,28,67;
27,4,3,70,122,3,70,122,3,70,122;
15,4,18,44,89,18,44,89,18,44,89;
20,3,5,28,68,5,28,68,5,28,68;
20,5,4,51,90,4,51,90,4,51,90;
18,4,11,48,94,11,48,94,11,48,94;
17,4,5,30,79,5,30,79,5,30,79;
17,5,4,41,83,4,41,83,4,41,83;
19,5,9,39,78,9,39,78,9,39,78;
15,5,6,30,85,6,30,85,6,30,85;
21,4,5,39,112,5,39,112,5,39,112;
17,4,5,34,81,5,34,81,5,34,81;
20,4,7,43,96,7,43,96,7,43,96;
22,4,3,48,97,3,48,97,3,48,97;
17,4,7,30,77,7,30,77,7,30,77;
18,4,7,42,90,7,42,90,7,42,90;
21,4,5,47,97,5,47,97,5,47,97;
16,4,3,25,62,3,25,62,3,25,62;
19,5,3,54,132,3,54,132,3,54,132;
17,4,5,35,80,5,35,80,5,35,80;
15,4,9,46,79,9,46,79,9,46,79;
23,4,3,48,97,3,48,97,3,48,97;
15,4,4,30,82,4,30,82,4,30,82;
15,4,3,28,68,3,28,68,3,28,68;
16,4,3,22,61,3,22,61,3,22,61;
24,4,7,54,117,7,54,117,7,54,117;
22,4,5,47,109,5,47,109,5,47,109;
21,4,1,43,95,1,43,95,1,43,95;
24,4,5,53,113,5,53,113,5,53,113;
21,4,4,62,112,4,62,112,4,62,112;
27,4,4,55,116,4,55,116,4,55,116;
22,4,9,63,113,9,63,113,9,63,113;
21,4,1,37,116,1,37,116,1,37,116;
18,4,9,56,99,9,56,99,9,56,99;
21,4,6,36,86,6,36,86,6,36,86;
24,6,6,41,131,6,41,131,6,41,131;
33,15,4,41,122,4,41,122,4,41,122;
18,4,6,35,83,6,35,83,6,35,83;
18,5,4,42,97,4,42,97,4,42,97;
19,4,4,42,86,4,42,86,4,42,86;
20,4,8,44,96,8,44,96,8,44,96;
19,4,6,33,81,6,33,81,6,33,81;
20,4,7,41,93,7,41,93,7,41,93;
18,4,7,33,78,7,33,78,7,33,78;
17,4,2,35,81,2,35,81,2,35,81;
21,4,3,41,96,3,41,96,3,41,96;
18,3,6,55,88,6,55,88,6,55,88;
21,3,6,34,64,6,34,64,6,34,64;
17,4,3,45,85,3,45,85,3,45,85;
20,4,2,46,84,2,46,84,2,46,84;
17,4,4,26,72,4,26,72,4,26,72;
20,4,17,56,87,17,56,87,17,56,87;
16,4,4,32,73,4,32,73,4,32,73;
22,4,1,31,64,1,31,64,1,31,64;
16,3,8,54,91,8,54,91,8,54,91;
16,5,4,31,78,4,31,78,4,31,78;
16,4,4,25,68,4,25,68,4,25,68;
22,4,3,32,63,3,32,63,3,32,63;
20,4,6,52,87,6,52,87,6,52,87;
24,5,6,54,90,6,54,90,6,54,90;
25,4,6,59,96,6,59,96,6,59,96;
19,4,8,46,90,8,46,90,8,46,90;
19,4,11,69,118,11,69,118,11,69,118;
17,4,2,42,129,2,42,129,2,42,129;
17,4,3,52,92,3,52,92,3,52,92;
15,4,7,29,67,7,29,67,7,29,67;
18,3,6,35,89,6,35,89,6,35,89;
31,12,1,42,112,1,42,112,1,42,112;
16,4,3,32,84,3,32,84,3,32,84;
14,4,10,53,121,10,53,121,10,53,121;
17,5,6,32,81,6,32,81,6,32,81;
20,4,3,32,98,3,32,98,3,32,98;
15,4,4,35,73,4,35,73,4,35,73;
23,4,5,47,84,5,47,84,5,47,84;
18,3,5,37,72,5,37,72,5,37,72;
23,4,4,47,88,4,47,88,4,47,88;
16,4,2,29,71,2,29,71,2,29,71;
20,4,3,33,68,3,33,68,3,33,68;
15,4,10,38,79,10,38,79,10,38,79;
16,4,7,45,91,7,45,91,7,45,91;
20,3,8,40,69,8,40,69,8,40,69;
14,5,7,23,55,7,23,55,7,23,55;
15,5,16,56,101,16,56,101,16,56,101;
16,4,5,27,66,5,27,66,5,27,66;
25,10,4,35,88,4,35,88,4,35,88;
23,4,5,46,86,5,46,86,5,46,86;
19,9,4,51,109,4,51,109,4,51,109;
21,6,3,51,104,3,51,104,3,51,104;
25,7,4,44,87,4,44,87,4,44,87;
21,5,2,36,85,2,36,85,2,36,85;
28,7,5,43,85,5,43,85,5,43,85;
6,4,4,23,59,4,23,59,4,23,59;
8,4,16,59,85,16,59,85,16,59,85;
10,3,5,31,56,5,31,56,5,31,56;
12,3,6,61,114,6,61,114,6,61,114;
9,4,8,28,70,8,28,70,8,28,70;
